,tweetcreatedts,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,userID
1070,4/22/2021 19:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 3:00 PM

Alewife: 2037 free spaces (13% full)
Beverly: 323 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 602 (10%)
Wonderland: 1076 (25%)
Woodland: 345 (35%)",#Parking,9.99E+17
1071,4/22/2021 18:39,andresweep1,,,1,159,49921,6,"ðŸ”¥PRICE DROP 
$6 Off Airport #PARKing
#SAVE $6 WITH #code APRIL$6  
ðŸ”¥ðŸ˜¯âœˆï¸ðŸš¨ #Resort #Airfare #deals Compare Best Prices #shoppingonline #Vacation #travel #marketingtips #DigitalMarketing #cheapflights  #specials #OnlineBusiness  

Click Book Now: https://t.co/zJAWLH9Zdc https://t.co/x5HmNl22DS",#PARKing #SAVE #code #Resort #Airfare #deals,7.34E+17
1072,4/22/2021 18:30,JoinUSAParking,"Your career home starts here. For almost 40 years, USA Parking has built a reputation for consistent delivery of Five Diamond Service every day.",,75,142,151,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, USA Parking is looking for new team members in Atlanta, GA. Check out our Overnight Valet Attendant USA opportunity. https://t.co/k7Lo87F8bx #valet",#parking #valet,9.52E+17
1073,4/22/2021 18:30,OTRLeasing,In-House Financing on Used Semi-Trucks for Owner-Operators. Let's Talk Trucks: 888-338-9948,"Kansas City, MO & Atlanta, GA",991,713,1380,1,"âž¡ï¸ ""On Wednesday, the Owner-Operator Independent Drivers Association (OOIDA) implored the White House to address the truck parking crisis in an upcoming infrastructure package.""

https://t.co/RcvpQyCYeC

#trucking #truckerlife #parking #logistics #transportation #infrastructure",#trucking #truckerlife #parking #logistics #transportation #infrastructure,2615883757
1074,4/22/2021 18:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 2:30 PM

Alewife: 2018 free spaces (13% full)
Beverly: 319 (20%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 599 (11%)
Wonderland: 1075 (25%)
Woodland: 327 (38%)",#Parking,9.99E+17
1075,4/22/2021 18:27,kingnacho32,Colgan High School Menâ€™s Varsity Assistant Basketball Coach ðŸ€ðŸ¦ˆ Penn State Alumni ðŸ€ #weare DM(V),"Stafford, VA",288,435,22093,6,"ðŸ”¥PRICE DROP 
$6 Off Airport #PARKing
#SAVE $6 WITH #code APRIL$6  
ðŸ”¥ðŸ˜¯âœˆï¸ðŸš¨ #Resort #Airfare #deals Compare Best Prices #shoppingonline #Vacation #travel #marketingtips #DigitalMarketing #cheapflights  #specials #OnlineBusiness  

Click Book Now: https://t.co/zJAWLH9Zdc https://t.co/x5HmNl22DS",#PARKing #SAVE #code #Resort #Airfare #deals,94355908
1076,4/22/2021 18:27,calleyne515,"77 Woodson Alumni, Northeastern Univ. Blessed on fire for our Lord Jesus Christ. Travel is my passion visit me @ https://t.co/o3LAZ1b8JN",Old Dominion,2300,2389,22120,6,"ðŸ”¥PRICE DROP 
$6 Off Airport #PARKing
#SAVE $6 WITH #code APRIL$6  
ðŸ”¥ðŸ˜¯âœˆï¸ðŸš¨ #Resort #Airfare #deals Compare Best Prices #shoppingonline #Vacation #travel #marketingtips #DigitalMarketing #cheapflights  #specials #OnlineBusiness  

Click Book Now: https://t.co/zJAWLH9Zdc https://t.co/x5HmNl22DS",#PARKing #SAVE #code #Resort #Airfare #deals,361223339
1077,4/22/2021 18:24,JoeAppsSupport,"We support all devices connected to the online world ðŸ–¥ðŸŒŽ Whether itâ€™s hardware or software, donâ€™t go alone - Get A Joe today!","Burlington, Ontario",330,189,582,0,"Soon you will be able to pay for parking directly in Google Maps. Love it when tech makes life easierâ€¦
Click the link below to read our latest Tech Tip!
â€¢ 
â€¢ 
â€¢ 
#GoogleMaps #parking #FutureTech
https://t.co/c1rGTTgNwB",#GoogleMaps #parking #FutureTech,8.68E+17
1078,4/22/2021 18:21,FadanConsultant,"Large scale solutions, sales and marketing, financial solutions, Route to market, transportation and project managing, we offer our clients the full package.",,136,1771,99069,6,"ðŸ”¥PRICE DROP 
$6 Off Airport #PARKing
#SAVE $6 WITH #code APRIL$6  
ðŸ”¥ðŸ˜¯âœˆï¸ðŸš¨ #Resort #Airfare #deals Compare Best Prices #shoppingonline #Vacation #travel #marketingtips #DigitalMarketing #cheapflights  #specials #OnlineBusiness  

Click Book Now: https://t.co/zJAWLH9Zdc https://t.co/x5HmNl22DS",#PARKing #SAVE #code #Resort #Airfare #deals,1.08E+18
1079,4/22/2021 18:20,ACTRAVELSERVICE,"âœˆOfficial Twitter page of A & C Travel Services, LLC. Unbelievable Daily Deals Everyday. ðŸ’¥#airfare #hotels #cruises #vacationpackages #limoðŸ’¥/G\","Washington, DC DMV (VA-DC-MD)",11144,14050,39878,6,"ðŸ”¥PRICE DROP 
$6 Off Airport #PARKing
#SAVE $6 WITH #code APRIL$6  
ðŸ”¥ðŸ˜¯âœˆï¸ðŸš¨ #Resort #Airfare #deals Compare Best Prices #shoppingonline #Vacation #travel #marketingtips #DigitalMarketing #cheapflights  #specials #OnlineBusiness  

Click Book Now: https://t.co/zJAWLH9Zdc https://t.co/x5HmNl22DS",#PARKing #SAVE #code #Resort #Airfare #deals #shoppingonline #Vacation #travel #marketingtips #DigitalMarketing #cheapflights #specials #OnlineBusiness,135917307
1080,4/22/2021 18:19,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your space in the #parking industry! SP + is looking for a Doorperson in Miami Beach, FL. https://t.co/PqAzNFDaXF #CustomerService",#parking #CustomerService,9.28E+17
1081,4/22/2021 18:15,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #deal #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #deal #shoppingonline #parking #airport #airportparking,617853906
1082,4/22/2021 18:15,meetabdul29786,Enthusiastic IT person and a great family man,"Brampton, Ontario",179,40,163,0,Hi @TownOfMiltonON you know #perfectly how to issue a #parking #ticket but after so much income from parking tickets and house taxes not able to improve your garbage system. How shame is it to see the garbage kept in your kind of so big boxes spills all over the area. #MiltonON https://t.co/cQ34wpwMSl,#perfectly #parking #ticket #MiltonON,193004529
1083,4/22/2021 18:10,idshop,"ID Badge and Supply Company - Quality identification products, fast shipping, excellent prices, service, and turnaround time","South Carolina, USA",97,104,1768,0,A building's security program starts with the parking lot. #parking #security #buildingmanagement https://t.co/cOmbyN68OF,#parking #security #buildingmanagement,70591139
1084,4/22/2021 18:07,EastSussexCU,"Simple Savings, Fairer Loans! Not-for-profit savings and loans co-operative. We welcome everyone!!","Brighton, Eastbourne. SE Eng",1791,1568,9062,0,"Here's some money saving tips from MoneySavingExpert on how to cut driving costs and save on car insurance, parking etc. https://t.co/7WbTdLHSiK 
#save #money #car #insurance #mot #parking #escu #toptips #help #finance https://t.co/IvKlwLt6ij",#save #money #car #insurance #mot #parking #escu #toptips #help #finance,882796501
1085,4/22/2021 18:01,NHSNLaG,"We run #GrimsbyHospital, #ScunthorpeHospital and #GooleHospital as well as community services. Account monitored Mon-Fri, 9-5 (excl Bank Hols).","Grimsby, Scunthorpe, Goole",244,4620,12172,1,"With new #EmergencyDepartments, #MRI, scanning facilities &amp; multi-million pound #decarbonisation &amp; #sustainabilty schemes there's loads going on @NHSNLaG! Make sure get all the latest news - including #parking updates: https://t.co/LQ9D2dwArY https://t.co/yFRnHT682w",#EmergencyDepartments #MRI #decarbonisation #sustainabilty #parking,932055271
1086,4/22/2021 18:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 2:00 PM

Alewife: 2010 free spaces (14% full)
Beverly: 317 (21%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 599 (11%)
Wonderland: 1077 (25%)
Woodland: 325 (39%)",#Parking,9.99E+17
1087,4/22/2021 17:57,dronepodcast,Creating THE podcast for Aerial Cinematography & Photography utilizing Drones. Taking your business literally to the next level!  website under construction...,New York,557,799,2089,0,"Share with your customers what the parking situation is by your store, with drone photography! ðŸ‘€ #drone #dronephotography #UAS #uav #aerialview #carpark #parking #Space #resultswithdrones #dronepodcast https://t.co/xdfHXfRwhv",#drone #dronephotography #UAS #uav #aerialview #carpark #parking #Space #resultswithdrones #dronepodcast,2459043306
1088,4/22/2021 17:52,ntucker_1,Valparaiso University Baseball #1,,418,483,2736,14,I will work for the student body and use all levers at my disposal to address the core issues of all #Valpo students: improving the Valpo Experience! #Dorms #AC #Parking #Greeklife #Athletics https://t.co/8hUsF2vywF,#Valpo,2771472615
1089,4/22/2021 17:51,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,Owner of converted #stable house in #Fife loses appeal against #parking servitude variation https://t.co/vEUL9adelN,#stable #Fife #parking,175351371
1090,4/22/2021 17:48,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your spot in #parking! We currently have Parking Operations openings in Surfside, FL. #CareerGrowth https://t.co/uM4h47uXqZ",#parking #CareerGrowth,9.28E+17
1091,4/22/2021 17:45,ParkPlusInc,High Density Parking Systems for 50 Years. PARKPLUS is a leading provider of Automated and Mechanical Parking Systems. CALL: 844-472-7575,United States,55,462,209,0,"Drive-through concept animation of #PARKPLUS SP100 Suspended Platform #ParkingLifts over the drive aisle, integrated with the Lift-Slide Puzzle Parking system. The ability to suspend SP100s over the #parking bays and drive aisles allows for maximum parking capacity. https://t.co/920zlsFiJs",#PARKPLUS #ParkingLifts #parking,277968949
1092,4/22/2021 17:44,GTECHNAinc,eCitation and Permit Software Solutions for Traffic & Parking Agencies.  Join the conversation today #ParkForSuccess,"MontrÃ©al, QuÃ©bec",477,440,4483,0,"Buffalo, New York ended #parking minimums for developers
https://t.co/WKtrbBMKog",#parking,83885402
1093,4/22/2021 17:43,GTECHNAinc,eCitation and Permit Software Solutions for Traffic & Parking Agencies.  Join the conversation today #ParkForSuccess,"MontrÃ©al, QuÃ©bec",477,440,4483,0,"An interesting read on #parking from an industry vet.
https://t.co/HHDneNsIn1",#parking,83885402
1094,4/22/2021 17:34,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,Re-opening of #Cwmcarn Forest Drive is moving forward #parking #Caerphilly https://t.co/xE2NjGL2mc,#Cwmcarn #parking #Caerphilly,175351371
1095,4/22/2021 17:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 1:30 PM

Alewife: 2004 free spaces (14% full)
Beverly: 318 (21%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 599 (11%)
Wonderland: 1084 (24%)
Woodland: 320 (40%)",#Parking,9.99E+17
1096,4/22/2021 17:24,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,"#Dundee City Council to reintroduce car #parking charges next month, with exemptions in the West End https://t.co/FvhizGu7TR",#Dundee #parking,175351371
1097,4/22/2021 17:15,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #deal #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #deal #shopping #shoppingonline #parking #airport #airportparking,617853906
1098,4/22/2021 17:14,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,Is this the worst #parking in #Kidderminster? #badparking https://t.co/9UXZXK9S0y,#parking #Kidderminster #badparking,175351371
1099,4/22/2021 17:10,JoinUSAParking,"Your career home starts here. For almost 40 years, USA Parking has built a reputation for consistent delivery of Five Diamond Service every day.",,75,142,151,0,"Find your spot in #parking! We currently have Valet Cashier/Guest Services openings in Fort Lauderdale, FL. #CareerGrowth https://t.co/C1EhbVzt7J",#parking #CareerGrowth,9.52E+17
1100,4/22/2021 17:06,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,Is this the worst #parking in #Bromsgrove? https://t.co/EVZBzF9wm2,#parking #Bromsgrove,175351371
1101,4/22/2021 17:04,lindseydusatko,valpo wsocc â€˜24,,569,490,2244,14,I will work for the student body and use all levers at my disposal to address the core issues of all #Valpo students: improving the Valpo Experience! #Dorms #AC #Parking #Greeklife #Athletics https://t.co/8hUsF2vywF,#Valpo,4885804392
1102,4/22/2021 17:04,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,https://t.co/h7LW3Wi4ci More bad #parking in #Dudley #badparking,#parking #Dudley #badparking,175351371
1103,4/22/2021 17:00,beaney908,A BHA STH & former runner who is now on his bike!,"Hailsham, East Sussex",384,136,1933,3,This #weekend is the #BritishCheeseWeekender &amp; we have over 150 #British   #Cheeses available in store We are open Tuesday to Saturday 10am to 4pm with plenty of #parking so #SupportBritishCheesemakers &amp; #SupportIndependentRetailers so pop in &amp; see what new #cheese we have! https://t.co/K0BSBO6sRd,#weekend #BritishCheeseWeekender #British #Cheeses,330906564
1104,4/22/2021 17:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 1:00 PM

Alewife: 2006 free spaces (14% full)
Beverly: 323 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 598 (11%)
Wonderland: 1090 (24%)
Woodland: 319 (40%)",#Parking,9.99E+17
1105,4/22/2021 16:48,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your spot in #parking! We currently have Parking Operations openings in East Tremont, NY. #CareerGrowth https://t.co/Yi7DIsqsJb",#parking #CareerGrowth,9.28E+17
1106,4/22/2021 16:45,HelpMeParker,The video customer experience platform of choice for the parking industry.,"Indianapolis, IN",208,101,468,0,"Is it easy and safe for parking guests to navigate your facility?

You may need to refresh your signage.

#ParkerTechnology #Parking #CustomerExperience

ðŸ‘‰ https://t.co/6clnlBjOZ9 https://t.co/YAgx9kZSWc",#ParkerTechnology #Parking #CustomerExperience,3040932641
1107,4/22/2021 16:42,kookieangeluk,"Mum of boys ðŸ’™ Crohn's ðŸ’œ MFL & Pastoral Leader ðŸ‡©ðŸ‡ªðŸ‡«ðŸ‡·ðŸ‡ªðŸ‡¸
Cat lover, stationery addict, crafty lady & runner x ðŸƒðŸ»â€â™€ï¸ðŸˆðŸˆâœï¸âœ¨ðŸ’—",Lake District UK,623,860,34596,0,Fabulous display of petty parking on my street tonight ðŸ¤£ðŸ¤£ Absolutely love it! Have definitely dragged people down to my level ðŸ˜ŽðŸ˜† #parking,#parking,254738601
1108,4/22/2021 16:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 12:30 PM

Alewife: 2003 free spaces (14% full)
Beverly: 325 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 599 (11%)
Wonderland: 1095 (23%)
Woodland: 318 (40%)",#Parking,9.99E+17
1109,4/22/2021 16:15,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #deal #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #deal #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
1110,4/22/2021 16:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 12:00 PM

Alewife: 2000 free spaces (14% full)
Beverly: 326 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 599 (11%)
Wonderland: 1105 (23%)
Woodland: 314 (41%)",#Parking,9.99E+17
1111,4/22/2021 15:55,ThirstBeers,"Adventures in #Taste  #BeerSommelier & Academy of #Cheese trainer #BeerTours  #caseophile #BeerEducation, loving all #FoodandDrink supporting #buylocal","Norwich, England",840,1060,4507,3,This #weekend is the #BritishCheeseWeekender &amp; we have over 150 #British   #Cheeses available in store We are open Tuesday to Saturday 10am to 4pm with plenty of #parking so #SupportBritishCheesemakers &amp; #SupportIndependentRetailers so pop in &amp; see what new #cheese we have! https://t.co/K0BSBO6sRd,#weekend #BritishCheeseWeekender #British #Cheeses,3092734007
1112,4/22/2021 15:55,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in Lexington, KY. Check out our Assistant Facility Manager opportunity. https://t.co/RSpDcXnq9Q #Hospitality",#parking #Hospitality,9.28E+17
1113,4/22/2021 15:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 11:30 AM

Alewife: 2007 free spaces (14% full)
Beverly: 322 (20%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 601 (11%)
Wonderland: 1112 (22%)
Woodland: 315 (41%)",#Parking,9.99E+17
1114,4/22/2021 15:21,LL_AdMan,Advertising for @Land_Line_Mag,"Grain Valley, MO",1243,746,13787,3,"Have YOU made the call to your representatives yet?

#TruckDrivers #Parking https://t.co/mFugfTW2Qb",#TruckDrivers #Parking,8.41E+17
1115,4/22/2021 15:17,danl3n,,"New Orleans, LA",137,36,295,1,"#DigCargo supports additional safe parking for #truckers! â€œItâ€™s something that most people take for granted, but in trucking the struggle is real.â€ #DigitalCargoManagement #tech #supplychain  #safety #parking 

https://t.co/n2sRo0iDp1",#DigCargo #truckers,2324547770
1116,4/22/2021 15:15,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #deal #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #deal #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
1117,4/22/2021 15:12,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your space in the #parking industry! SP + is looking for a Cashier in Fort Worth, TX. https://t.co/R9r46cs2ma #cashier",#parking #cashier,9.28E+17
1118,4/22/2021 15:07,dasap_cocky,Valparaiso University âš¾ï¸-RIP Max- #MA2,The Ville,507,543,1337,14,I will work for the student body and use all levers at my disposal to address the core issues of all #Valpo students: improving the Valpo Experience! #Dorms #AC #Parking #Greeklife #Athletics https://t.co/8hUsF2vywF,#Valpo,629545312
1119,4/22/2021 15:07,Land_Line_Mag,"Where truck drivers go for the most up to date and in-depth trucking news.

Official publication of Owner-Operators Independent Drivers Association.

#OOIDA","Grain Valley, Missouri",20836,28744,53747,3,"Have YOU made the call to your representatives yet?

#TruckDrivers #Parking https://t.co/mFugfTW2Qb",#TruckDrivers #Parking,17349191
1120,4/22/2021 15:00,detectable_warn,"Since 1994, Detectable Warning Systems has been a pioneer in manufacturing and providing innovative and economical truncated dome detectable warning products.",,180,74,1389,0,We custom #manufacture RediMat for #parking structures with raised floors where concern or restriction with drilling into these upper floors exists. No drilling or anchors are required to install and provide #ADACompliance for these retrofit applications: https://t.co/P3hkKgP8ID https://t.co/zBtmqpdHMq,#manufacture #parking #ADACompliance,1.08E+18
1121,4/22/2021 15:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 11:00 AM

Alewife: 2008 free spaces (14% full)
Beverly: 325 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 604 (10%)
Wonderland: 1118 (22%)
Woodland: 315 (41%)",#Parking,9.99E+17
1122,4/22/2021 14:38,JKRooms,Journeyking.toursntravels@gmail.com /  info@jkrooms.in / jkhotelindia@gmail.com,"Nagpur, India",2203,375,2592,1,"Looking Hotel For #Isolation Or #Quarantine?

Book #Safe &amp; #Sanitised Room Now And Make Your Job Successful With #FreeWiF, #FoodFacilities, #Parking &amp; 24x7 Support.

We follow all the safety measures advised at the #hotel.
Cont. +91-96072-01958 /56 /52 / 
https://t.co/PMJWIRguBn https://t.co/FiRAdzproZ",#Isolation #Quarantine #Safe #Sanitised #FreeWiF #FoodFacilities #Parking #hotel,1640749280
1123,4/22/2021 14:30,JoinUSAParking,"Your career home starts here. For almost 40 years, USA Parking has built a reputation for consistent delivery of Five Diamond Service every day.",,75,142,151,0,"Find your spot in #parking! We currently have Valet Cashier/Guest Services openings in Miami, FL. #CareerGrowth https://t.co/RVsGV3vZ3n",#parking #CareerGrowth,9.52E+17
1124,4/22/2021 14:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 10:30 AM

Alewife: 2016 free spaces (14% full)
Beverly: 325 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 604 (10%)
Wonderland: 1122 (21%)
Woodland: 317 (40%)",#Parking,9.99E+17
1125,4/22/2021 14:18,NegMaron8,I Got Control Over My DÃ©mons ðŸ‘¿ Iâ€™ve been King ðŸ‘‘ Ever Since! #gsu24,,46,15,473,4,"It's time to expand your business install electric vehicle charging station. 

#electricvehiclechargingstation #evchargingstation #EVcharger #carcharger #parking #hostpital #home #restaurants #fleets #hotels #offices #Aargo #business  #EVchargingstation #Aargoev #AarPowerSolution https://t.co/olFZh0jNwB",#electricvehiclechargingstation,1.17E+18
1126,4/22/2021 14:15,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #deal #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #deal #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
1127,4/22/2021 14:10,digcargo,DigCargo's collaborative platform creates visibility and transparency for the freight industry.,"New Orleans, LA",41,42,53,1,"#DigCargo supports additional safe parking for #truckers! â€œItâ€™s something that most people take for granted, but in trucking the struggle is real.â€ #DigitalCargoManagement #tech #supplychain  #safety #parking 

https://t.co/n2sRo0iDp1",#DigCargo #truckers #DigitalCargoManagement #tech #supplychain #safety #parking,8.52E+17
1128,4/22/2021 14:05,Karl_Tatler,"Multi-award winning Karl Tatler Estate Agents & Lettings successfully helping people buy, sell & let in Wirral. Open Mon-Sat 9-5:30. Viewings available 7 days.","Wirral, Merseyside",608,2429,13835,0,"Top floor flat recently renovated and maintained to high standard, set back from the road, lovely private communal gardens and own garage!
https://t.co/OwaKqnrzCj
.
#karltatler #estateagents #wirral #prenton #apartment #garage #garden #property #forsale #renovated #parking #flat",#karltatler #estateagents #wirral #prenton #apartment #garage #garden #property #forsale #renovated #parking #flat,466351428
1129,4/22/2021 14:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 10:00 AM

Alewife: 2027 free spaces (13% full)
Beverly: 324 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 606 (10%)
Wonderland: 1131 (21%)
Woodland: 320 (40%)",#Parking,9.99E+17
1130,4/22/2021 13:50,westwoodliquid,With WestWood UK you have a professional and loyal partner to support you when it comes to liquid waterproofing and surfacing systems.,"Poole, UK",1943,2619,2163,0,"As WestWood Liquid Technologies goes from strength to strength within the industry, our teams grow to meet demand!

Check out our regional map to get in contact with the Sales Manager for your area!

#team #waterproofing #surfacing #roofing #balcony #terrace #parking #carpark https://t.co/TAMA0HZyOk",#team #waterproofing #surfacing #roofing #balcony #terrace #parking #carpark,2925002501
1131,4/22/2021 13:47,Goldwing98,"CDL drive 18 wheels always wanted to drive the big trucks now I do. Hazmat, doub, triple, tankers do it all best job in the world married 32 years very happy.",Hastings Nebraska ,397,890,162873,3,"Have YOU made the call to your representatives yet?

#TruckDrivers #Parking https://t.co/mFugfTW2Qb",#TruckDrivers #Parking,350491296
1132,4/22/2021 13:37,theDomainBot,"A bot retweeting tweets to keep you updated on domain names,news and security.
Created by @raj_moryaa ðŸ˜Ž",,1,438,20503,1,"#Lord, I can't believe more owners of #domainnames are not #parking them on @Sedo to earn money....
or...
auction them off...
or...
just there to sell...
It is amazing just how much you can earn each month simply by having each domain name parked...
Lord, I love it ðŸ¤‘ðŸ¤‘ðŸ¤‘ðŸ¤‘ðŸ¤‘ðŸ¤‘ðŸ¤‘",#Lord #domainnames #parking,1.27E+18
